DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES,FLETES,SEGURO
MEX,BUN,7000,7,140,2,0
MEX,BUN,399148,375199,12,0,4909521
MEX,BUN,46196,54326,49,6,0
MEX,BUN,54211,42935,11,6,0
MEX,BUN,27900,1928,65,44852927,22
MEX,BUN,24000,1659,6,22337620,8
MEX,BUN,525910,290832,4,0,0
MEX,BUN,9048,1938,41,31,23869330
MEX,BUN,1186,1,1186,3399,14076720
MEX,BUN,500,90,1,41414,3
MEX,BUN,7873,7873,73853,323971466,4
MEX,BUN,5659,5659,37462,164335294,1
MEX,BUN,3667,39,3667,34385,7
MEX,BUN,820,166,3,2542838,2
MEX,BUN,2000,67,12,4120722,85
MEX,BUN,2400,204552,897300076,0,0
MEX,BUN,36,2,49,39293905,68
MEX,BUN,40,779,1096,4541492,13
MEX,BUN,100,14517,14378,54,0
MEX,BUN,280,30572,31962,138497784,5
MEX,BUN,630,14405,2,4,143481012
MEX,BUN,450,319,91,5,10189988
MEX,BUN,391692,92,103054,438413418,3
MEX,BUN,272940,59,103076,438046337,7
MEX,BUN,2,1,2,23,38
MEX,BUN,9775,52,9775,17520,72193262
MEX,BUN,23000,51773,6,5,5119667
MEX,BUN,4981,3,4981,91573,41
MEX,BUN,8183,1,8183,31712,37
MEX,BUN,2521,65,2521,8776,29
MEX,BUN,41235,54,41235,75884,37
MEX,BUN,47535,47535,306745,1263983414,12034908
MEX,BUN,26923,38,26923,190881,64
MEX,BUN,193,4,193,6882,89
MEX,BUN,500,99,500,2887,99
MEX,BUN,1263,34,1263,4750,43
MEX,BUN,1677,6,1677,5550,44
MEX,BUN,2050,24,2050,63081,87
MEX,BUN,16133,54,16133,62264,8
MEX,BUN,525,525,4779,19693637,95
MOZ,BUN,19067,77,19067,37449,158086834
MOZ,BUN,3916,82,3916,8721,36814742
MOZ,BUN,299661,5,299661,588539,25
MOZ,BUN,5942,6,5942,11670,75
MOZ,BUN,117540,117540,230850,230850,3394
NIC,BUN,9150,40066,153450,5,0
NIC,BUN,13689,28335,21,45,429689533
NIC,BUN,501,4915,88,2,65884342
NIC,BUN,4850,374,55,39,27987135
NIC,BUN,11040,1458,24,85,90060591
NIC,BUN,878,916,3,11,47810588
NIC,BUN,70130,30202,78,8,876794260
NIC,BUN,1,1,96,177685,62
NIC,BUN,3,34,3,5,2
NIC,BUN,0,67,1,12,50767
NIC,BUN,4006,426,3,83,1754983
NIC,BUN,2700,22,2,397677,34
NIC,BUN,3290,18,72,4,293604
NIC,BUN,58,28,42,736126,14
NIC,BUN,100,6,80,8,0
NIC,BUN,2436,3507,84,24,121357368
NIC,BUN,1073,63,1073,78325,3
NIC,BUN,61,97,61,2184,4
NIC,BUN,2072,72,2072,37318,4
NIC,BUN,412896,37032,64,0,6867
NIC,BUN,6311,99,6311,32671,68
NIC,BUN,7744,55044,230469778,4467324,1048
NIC,BUN,500,500,3204,56,0
NIC,BUN,2880,6105,6,25,0
NIC,BUN,102,7,102,1447,57
NIC,BUN,2,0,35,96,21757
NIC,BUN,50,23,75,4,1474093
NIC,BUN,3,0,25,57,15660
NIC,BUN,0,61,0,7,5
NIC,BUN,50,4,93,79,306145
NIC,BUN,5,0,18,58,11317
NIC,BUN,50,5,48,55,340185
NIC,BUN,3,21,3,51,7
NIC,BUN,12000,1320,10920,8,0
NIC,BUN,50,28,5,25,1768920
NIC,BUN,50,18,27,49,1133907
NIC,BUN,2,7,31,4,453580
NIC,BUN,50,6,21,89,385543
NIC,BUN,0,35,0,4,39
NIC,BUN,0,54,0,6,72
NIC,BUN,3,0,77,86,47639
NIC,BUN,3,0,28,3,17678
NIC,BUN,7,2,79,5,173273
NIC,BUN,9,1,2,96,74397
NIC,BUN,2,0,44,2,27197
NIC,BUN,2,0,69,72,42638
NIC,BUN,3,0,55,75,33996
NIC,BUN,10,2,19,2,136074
NIC,BUN,7,0,43,5,26539
NIC,BUN,177,2134,9,28,132465200
NIC,BUN,80,150,68,6,9352622
NIC,BUN,15,416,52,67,25853526
NIC,BUN,549,91,22,82,5662388
NIC,BUN,3,0,2,79,12238
NIC,BUN,5,0,15,7,9080
NIC,BUN,5,0,62,84,38778
NIC,BUN,5,0,55,75,33996
NIC,BUN,50,5,12,38,317506
NIC,BUN,40,9,46,94,0
NIC,BUN,100,2,25,75,0
NIC,BUN,25,25,270,3,0
NIC,BUN,1,1,14,46,0
NIC,BUN,100,1,15,85,0
NIC,BUN,241,49,241,1691,2
NIC,BUN,22140,1,22140,51519,2
NIC,BUN,4712,89,4712,16127,39
NIC,BUN,501,31,501,1920,25
NIC,BUN,6833,26,6833,16321,1
NIC,BUN,76,3967,2,28,80094839
NIC,BUN,32,1504,7494,31844725,36
NIC,BUN,30,1566,8144,34603983,47
NIC,BUN,19,1178,5602,23806637,12
NIC,BUN,214,10058,48706,205608709,9
NIC,BUN,152,7820,4,56,152411428
NIC,BUN,143,22029,15,51,1508171
NIC,BUN,323,14854,72237,292832758,3
NIC,BUN,440,22831,5,54,434723357
NIC,BUN,156,8704,8,1,152867695
NIC,BUN,429,15873,66087,267902661,3
NIC,BUN,3150,8861,2,44,860382
NIC,BUN,68,31,11119,86,0
NIC,BUN,2,1490,5,8,50735141
NIC,BUN,4,1952,26,6,66452448
NIC,BUN,36088,71418,68,6,7025719
NIC,BUN,18570,74871,2,4,0
NIC,BUN,20500,15097,64,48,0
NIC,BUN,4107,59,4107,7405,9
NIC,BUN,3787,6,3787,8335,8
NIC,BUN,5947,72,5947,49945,95
NIC,BUN,2250,38115,88,9,0
NIC,BUN,60000,17985,72906873,0,2415
NIC,BUN,9031,33,9031,15594,7
NIC,BUN,8781,1,8781,17483,99
NIC,BUN,49000,35317,87,7,0
NIC,BUN,60000,29520,129494203,0,2780
NIC,BUN,1174,52640,76,1,0
NIC,BUN,32,3,84,52,285742
NIC,BUN,50,0,45,105799,25
NIC,BUN,34,11,19,4,374106
NIC,BUN,0,5,0,8,33855
NIC,BUN,6,75,6,22,5
NIC,BUN,20,3,2,245454,26
NIC,BUN,30,14,3,5,1491769
NIC,BUN,30,3,87,190438,65
NIC,BUN,3,336,1421941,0,0
NIC,BUN,2,2,22,931033,4
NIC,BUN,10,230,753,41,0
NIC,BUN,50,0,35,42319,7
NGA,BUN,21317,21317,28,6,170819959
NGA,BUN,66643,98,66643,119090,2
NGA,BUN,21317,21317,28,6,171859890
NGA,BUN,45964,45964,8,327651099,3
NOR,BUN,41951,194820,2,3,0
NOR,BUN,62981,292483,13,0,0
NOR,BUN,20809,107302,84,1,0
NOR,BUN,105267,395682,13,0,0
NOR,BUN,42146,158420,2,8,0
NOR,BUN,105298,391155,85,0,0
NOR,BUN,18106,18106,139647,590793475,4
NOR,BUN,41857,179365,3,4,0
NOR,BUN,83845,327833,95,0,0
NOR,BUN,62923,228127,18,5,0
NCL,BUN,8908,52,8908,18812,82521847
NZL,BUN,38510,148070,88,4,0
NZL,BUN,19298,129806,11,1,0
NZL,BUN,19231,19231,79443,348490790,2
NZL,BUN,17638,17638,106237,450325929,0
NZL,BUN,693,693,5423,22990293,13
NZL,BUN,108,952,4,74,0
NZL,BUN,19384,109221,41,1,0
NZL,BUN,19215,76928,21,5,0
OMN,BUN,10679,10679,62739,275217820,1
OMN,BUN,19258,84016,9,4,0
NLD,BUN,20971,73847,87,4,0
NLD,BUN,24658,50302,32,1,0
NLD,BUN,95727,648169,23,0,0
NLD,BUN,62914,276706,78,0,0
NLD,BUN,115237,507092,19,0,0
NLD,BUN,191472,829894,35,0,0
NLD,BUN,126277,489270,91,0,0
NLD,BUN,18878,99831,67,1,0
NLD,BUN,21021,87472,21,0,0
NLD,BUN,57643,227475,75,5,0
NLD,BUN,20994,81921,49,1,0
NLD,BUN,40270,40270,172401,731783597,8
NLD,BUN,176404,638650,64,0,0
NLD,BUN,20994,105849,97,9,0
NLD,BUN,95871,440571,31,0,0
NLD,BUN,95815,294275,24,0,0
NLD,BUN,20988,83286,26,2,0
NLD,BUN,60000,63000,267687000,0,0
NLD,BUN,9465,53,9465,19898,5
NLD,BUN,23881,22494,64,76,0
NLD,BUN,24896,19717,12,78,0
NLD,BUN,475000,498750,2160620699,0,0
NLD,BUN,74975,67897,36,7,0
NLD,BUN,49000,88082,45,5,0
NLD,BUN,22795,25300,71,9,0
NLD,BUN,75000,67920,288640303,0,0
NLD,BUN,2311,21,2311,39641,11
NLD,BUN,38535,173646,42,3,0
NLD,BUN,185000,194250,819501847,19413915,0
NLD,BUN,22000,43450,190600377,1579,0
NLD,BUN,13724,12008,5,61,0
PAK,BUN,3584,3584,22335,92502027,92
PAK,BUN,1760,2157,38,25,0
PSE,BUN,19008,19008,42900,42900,0
PAN,BUN,1983,89,1983,9294,69
PAN,BUN,3099,52,3099,7271,78
PAN,BUN,25000,12400,52235000,1200,0
PAN,BUN,6113,86,6113,12385,83
PAN,BUN,4,11,4,62,262808
PAN,BUN,10050,4,86,74,808518
PAN,BUN,358,1,358,1596,39
PAN,BUN,10,28,5,17,1035000
PAN,BUN,173,36,173,1992,69
PAN,BUN,11200,749,36,62,9887626
PAN,BUN,30,2,8,36877,99
PAN,BUN,7342,1637,94,77,27471011
PAN,BUN,136000,45424,198021385,4330934,9925
PAN,BUN,1,59,1,5,82
PAN,BUN,19,1440,16935,70138181,7
PAN,BUN,232,1,44,68,180897
PAN,BUN,1,59,1,22,7
PAN,BUN,446,32,9134,8012,16
PAN,BUN,1,59,1,48,3
PAN,BUN,13,17,1,15,998705
PAN,BUN,6,112,5,1,3040223
PAN,BUN,1,59,1,23,75
PAN,BUN,2,7,11,3,804679
PAN,BUN,4,4,5,96,712160
PAN,BUN,1,1,5,7,350779
PAN,BUN,33,53,1,78,49439480
PAN,BUN,2,27,2127,8811057,98
PAN,BUN,4,43,2,16,24066512
PAN,BUN,15,2,94,46,664533
PAN,BUN,109,2,99,94,5246943
PAN,BUN,18,1,44,34,341005
PAN,BUN,484,747,74,22,70160876
PAN,BUN,7,1,44,25,24795776
PAN,BUN,27,27,1014,4202640,33
PAN,BUN,51,99,51,2209,96
PAN,BUN,10,1,44,6,143293
PAN,BUN,2,1,5,86,3569332
PAN,BUN,17,17,1,13,11054015
PAN,BUN,28,1674,9,26,85724536
PAN,BUN,2,1,5,35,4598436
PAN,BUN,3,339,3,63,23882094
PAN,BUN,967,24505,11271,69,947252
PAN,BUN,2369,7768,8,87,0
PAN,BUN,6048,6,6048,16867,41
PAN,BUN,39600,9734,42699748,0,0
PAN,BUN,171,61,92,7,1230233
PAN,BUN,2000,6,940,8,0
PAN,BUN,2000,3,1140,8,0
PAN,BUN,300,65,34,2031345,6
PAN,BUN,45360,23587,2,78,0
PAN,BUN,424,15,424,968,54
PAN,BUN,75,75,221,936810,86
PAN,BUN,26000,26000,35611,150328257,0
PAN,BUN,480,480,2087,8871439,61
PAN,BUN,2400,2400,6154,26155052,68
PAN,BUN,3504,3504,8902,37832405,81
PAN,BUN,167,25,167,495,53
PAN,BUN,192,192,337,1433767,15
PAN,BUN,144,63,144,494,21
PAN,BUN,2781,22,2781,6337,74
PAN,BUN,460,28,460,3205,1
PAN,BUN,176,2089,24696,105010975,3
PAN,BUN,12,95,5,7249813,45
PAN,BUN,726,69,726,3192,6
PAN,BUN,48518,94,48518,133981,94
PAN,BUN,18987,87,18987,70126,56
PAN,BUN,1922,32,1922,8589,68
PAN,BUN,2833,46,2833,10917,83
PAN,BUN,2676,2676,10370,9,94605
PAN,BUN,6815,47,6815,23122,3
PAN,BUN,170,170,717755,0,0
PAN,BUN,1701,73,1701,5634,85
PAN,BUN,7284,42,7284,26009,72
PAN,BUN,262,57,262,1279,57
PAN,BUN,4242,55,49612,23039,79
PAN,BUN,178,6,2907,1069,2
PAN,BUN,14400,20,84250,2,1
PAN,BUN,600,0,6,505500,0
PAN,BUN,600,0,6,505500,0
PAN,BUN,21883,61,181104,82311,67
PAN,BUN,15,705,3480,15266805,6
PAN,BUN,28,1461,6,22,29685493
PAN,BUN,156,9672,45240,198455305,9
PAN,BUN,78,78,45,196390,97
PAN,BUN,46,29,46,235,19
PAN,BUN,0,1,0,21,95
PAN,BUN,3,27,267,106,462096
PAN,BUN,1200,9,8,36,2869609
PAN,BUN,7644,7,7644,26538,6
PAN,BUN,89,39,89,434,94
PAN,BUN,26,57,26,1383,89
PAN,BUN,11470,8,11470,28870,3
PAN,BUN,17628,15907,64,36,0
PAN,BUN,6032,6032,25228,105633405,4
PAN,BUN,3744,805,2,4,18616376
PAN,BUN,888,323,1332,52,0
PAN,BUN,318,1717,2,24888678,63
PAN,BUN,423,6347,3,110249696,6
PAN,BUN,2794,8,2794,10457,35
PAN,BUN,3,21543,87330151,1222565,4110
PAN,BUN,56,11920,102357,433175477,4
PAN,BUN,204,62195,537530,2274811342,35664932
PAN,BUN,116,8,116,3432,96
PAN,BUN,156,53,156,3909,6
PAN,BUN,1113,15,1113,6273,92
PAN,BUN,216,216,1646,7097455,152349
PAN,BUN,2541,61,2541,18442,56
PAN,BUN,1665,82,1665,8069,76
PAN,BUN,469,63,469,18082,95
PAN,BUN,34,53,34,1581,12
PAN,BUN,443657,91,443657,388850,72
PAN,BUN,1344,1508,86,82,31806121
PAN,BUN,252,60,48,92,1821666
PAN,BUN,240,296,88,8,5296074
PAN,BUN,1045,1033,64,75,18430363
PAN,BUN,3,163707,690609664,13370696,5754
PAN,BUN,548,1195,11,26,14315041
PAN,BUN,158,531,26,84,9312263
PAN,BUN,5,28,5,882,3869034
PAN,BUN,8,47,8,882,3869034
PAN,BUN,72,27,72,2375,1
PAN,BUN,646,15,646,5592,96
PAN,BUN,7892,5,7892,12690,16
PAN,BUN,17694,97,17694,43614,36
PAN,BUN,166,75,166,1016,4
PAN,BUN,76,95,76,652,8
PAN,BUN,102,18,102,6077,52
PAN,BUN,25000,8100,34334685,1250,150
PAN,BUN,56000,43433,4,0,604864
PAN,BUN,23200,14773,7,24,0
PAN,BUN,28409,91,28409,40719,25
PAN,BUN,38998,63,38998,23997,46
PAN,BUN,86,16514,58,82,0
PAN,BUN,8,3,9,3401672,0
PAN,BUN,40197,6,40197,40048,2
PAN,BUN,0,39,0,216,918451
PAN,BUN,8,3,9,3401672,0
PAN,BUN,27729,86177,2,9,0
PAN,BUN,38,3,76,1828398,7
PAN,BUN,199,240536,1016839481,0,0
PAN,BUN,213070,5,42475,5,0
PAN,BUN,195,3,5,3673805,76
PAN,BUN,275,1,25158,106977737,0
PAN,BUN,6,3,45,14,3908266
PAN,BUN,13950,3822,3,15,696928863
PAN,BUN,10,31,8,1275627,0
PAN,BUN,144530,91,144530,236252,98
PAN,BUN,342,145,7,78,2973098
PAN,BUN,582,801,95,92,15236275
PAN,BUN,300,110,14,16,2852536
PAN,BUN,1250,1078,38,3,20183351
PAN,BUN,1466,3282,8850,37281804,5
PAN,BUN,745,5361,25,43,86244323
PAN,BUN,5805,46440,192328009,0,870
PAN,BUN,24054,24054,37942,160570886,9
PAN,BUN,1104,75,1104,11262,5
PAN,BUN,23998,8,23998,21998,9
PAN,BUN,1,19,550,0,1165
PAN,BUN,4,669,27017,113811892,8
PAN,BUN,1,430,9488,39969632,25
PAN,BUN,500,21180,89604319,0,1250
PAN,BUN,27210,725,1,99,161796634
PAN,BUN,114579,114579,139914,579061269,7
PAN,BUN,20000,32810,139076668,0,1010
PAN,BUN,140,57,140,1888,72
PAN,BUN,1903,81,1903,24080,53
PAN,BUN,337,2,337,7666,87
PAN,BUN,99,43,99,2676,1
PAN,BUN,26624,26624,35357,145694038,7
PAN,BUN,4,73,4,637,84
PAN,BUN,444,444,7724,32552791,82
PAN,BUN,78600,79386,335119266,0,0
PAN,BUN,392,71,392,8175,1
PAN,BUN,14,46,14,1275,68
PAN,BUN,2160,2160,1803,7431950,23
PAN,BUN,20000,5654,8,17,0
PAN,BUN,28048,28048,21927,93186918,4
PAN,BUN,4169,58,4169,33548,4
PAN,BUN,5390,64,5390,89923,27
PAN,BUN,508,27,508,11273,54
PAN,BUN,7720,5,7720,106294,23
PAN,BUN,720,47,720,18357,55
PAN,BUN,82950,4,82950,210640,58
PAN,BUN,1172,12,1172,2934,99
PAN,BUN,1678,38,1678,49791,94
PAN,BUN,34,8,34,1296,5482870
PAN,BUN,219,48,219,5510,19
PAN,BUN,1395,69,1395,7845,42
PAN,BUN,5476,8,5476,18040,91
PAN,BUN,1943,71,1943,7483,2
PAN,BUN,1584,1013,62,2,22409645
PAN,BUN,180,274,18,6,5832166
PAN,BUN,4778,3278,4,58,76203549
PAN,BUN,3840,1297,49,46,40726083
PAN,BUN,5255,5291,98,22,114706667
PAN,BUN,7225,15015,48,42,184455903
PAN,BUN,3676,27859,4,61,488190955
PAN,BUN,253,34,253,3551,65
PAN,BUN,1476,45,1476,32603,52
PAN,BUN,4886,26,4886,14296,66
PAN,BUN,42873,91,42873,68009,73
PAN,BUN,293,24,293,964,8
PAN,BUN,113,52,113,1701,7461708
PAN,BUN,4408,27,4408,45675,200360695
PAN,BUN,144,144,5400,0,6196
PAN,BUN,14000,11064,9,1,0
PAN,BUN,27300,18198,18,27,0
PAN,BUN,85,28,85,2963,94
PAN,BUN,1255,1,1255,15340,17
PAN,BUN,167,57,167,2757,92
PAN,BUN,3887,75,3887,13011,55178941
PAN,BUN,9234,79,9234,77966,17
PAN,BUN,2161,4,2161,60987,6
PAN,BUN,1124,54,1124,3005,58
PAN,BUN,5664,8,5664,43146,47
PAN,BUN,172,16,172,4473,19005777
PAN,BUN,12850,12850,35008,153570386,6
PAN,BUN,50,50,946,4153552,88
PAN,BUN,4493,46,4493,28164,67
PAN,BUN,321943,24958,39,41,354669648
PAN,BUN,292,83267,16,1,0
PAN,BUN,131188,100082,8,5,0
PAN,BUN,735,735,1640,0,0
PAN,BUN,1,17775,75199092,0,2672
PAN,BUN,3435,7,163729,709740732,7
PAN,BUN,1,110,6647,29159708,21
PAN,BUN,22000,16280,69008478,0,0
PAN,BUN,13412,8,13412,214514,61
PAN,BUN,14000,11064,9,23,0
PAN,BUN,24000,9607,68,36,0
PAN,BUN,3,68,3,16,8
PAN,BUN,133,2,133,220,8
PAN,BUN,22,81,22,65,15
PAN,BUN,55,114,9,21,3610773
PAN,BUN,50,8,98,57,1564579
PAN,BUN,5,4,9,35,335022
PAN,BUN,300,6,92,1873809,0
PAN,BUN,32,93,32,72,305928
PAN,BUN,55,6,6,5,509071
PAN,BUN,20,0,18,43866,6
PAN,BUN,11,25,11,37,5
PAN,BUN,5,115,376,1651577,49
PAN,BUN,67572,67572,67159,276738366,8
PAN,BUN,480,480,952,3924148,82
PAN,BUN,720,720,1692,4,0
PAN,BUN,15937,8,15937,14839,61145880
PAN,BUN,7578,1,260879,1074983967,0
PAN,BUN,369,1301,4,92,52104910
PAN,BUN,45,0,41,5,92713
PAN,BUN,20,6,58,214272,24
PAN,BUN,4,51,4,15,61809
PAN,BUN,8,20,58,240644,2
PAN,BUN,40,5,16,247237,2
PAN,BUN,60,0,42,49447,44
PRY,BUN,306,9,306,9812,16
PRY,BUN,332,48,332,9367,2
PRY,BUN,506,64,506,15448,32
PRY,BUN,12,4,48,4,98572
PRY,BUN,156,177,64,2,3202342
PRY,BUN,24,5,76,176925,2578
PRY,BUN,420,424,4,8,8740095
PRY,BUN,2002,4836,18,51396712,5
PRY,BUN,492,2184,81,33830587,49
PRY,BUN,9,38,9,840,3684794
PRY,BUN,120,25,120,2706,24
PRY,BUN,216,216,943,4137497,7
PRY,BUN,424,24,424,15043,68
PRY,BUN,150,3,3,98,0
PRY,BUN,15,19,5,1052798,4
PRY,BUN,15,15,90,4,0
PRY,BUN,60,19,32,526399,2
PRY,BUN,12,3,12,100,55
PRY,BUN,572,8,291,1279676,45
PRY,BUN,2,21,4,4,172834
PRY,BUN,102,17,5,16,3132777
PRY,BUN,915,7,915,2208,11
PRY,BUN,743,88,743,2664,1
PRY,BUN,1676,64,1676,8638,17
PRY,BUN,715,69,715,7623,81
PRY,BUN,3620,37,3620,12031,31
PRY,BUN,1246,15,1246,3875,3
PER,BUN,23922,2,23922,51617,28
PER,BUN,243,21,243,10411,42203695
PER,BUN,144,78,144,6958,47
PER,BUN,26000,6666,81,92,659191
PER,BUN,330,330,1124,4749724,58
PER,BUN,691,32,691,2118,8942386
PER,BUN,1661,63,1661,8589,9
PER,BUN,9340,24,9340,26379,57
PER,BUN,1200,19,1200,3781,89
PER,BUN,867,82,867,5521,18
PER,BUN,1597,38,1597,8592,88
PER,BUN,96968,89,96968,102520,96
PER,BUN,40950,40950,32887,135516437,0
PER,BUN,26572,28,26572,20862,8
PER,BUN,25525,65591,270275586,0,0
PER,BUN,6500,29250,118572480,0,0
PER,BUN,1440,1440,5515,22357297,15
PER,BUN,2700,2700,12058,49867250,27
PER,BUN,5880,9956,78,49,484904
PER,BUN,550,286,2,5,26339305
PER,BUN,129201,11,129201,560317,49
PER,BUN,14090,14090,18880,79052423,6
PER,BUN,47425,7,47425,105626,4
PER,BUN,500,500,1606,6,0
PER,BUN,300,300,1636,36,0
PER,BUN,264,264,1234,5169784,98
PER,BUN,500,500,3066,66,0
PER,BUN,20000,76000,318212760,750,0
PER,BUN,11895,13810,2,4,175795538
PER,BUN,1080,1500,48,8,15249590
PER,BUN,38760,80540,329218921,0,0
PER,BUN,52000,52000,18200,0,11270
PER,BUN,182000,38454,52,3,0
PER,BUN,800,800,7716,31282379,46
PER,BUN,18200,18200,63091,265772522,5
PER,BUN,15000,31700,130623654,0,0
PER,BUN,832,832,7906,32852279,59
PER,BUN,4020,4020,25536,106101212,6
PER,BUN,34038,34038,148457,611411087,6
PER,BUN,20500,30570,129329747,0,574
PER,BUN,73,73,1163,4902296,87
PER,BUN,6200,6200,35595,8,0
PER,BUN,2040,2040,13743,55712931,63
PER,BUN,1500,1500,18585,75340021,42
PER,BUN,571,69,571,3621,82
PER,BUN,1314,1314,6924,28531955,79
PER,BUN,859,859,4471,18425146,29
PER,BUN,540,540,2380,9807199,21
PER,BUN,1803,1803,10183,41963281,51
PER,BUN,1243,1,1243,5182,84
PER,BUN,10800,61504,260199437,0,1478
PER,BUN,216086,216086,255902,1059803906,0
PER,BUN,20054,1,20054,22579,49
PER,BUN,16000,30880,130895688,850,110
PER,BUN,1400,1400,5922,72,0
PER,BUN,2500,2500,10020,2,0
PER,BUN,3000,3000,5220,2,0
PER,BUN,360,106,92,6,3714548
PER,BUN,101,101,54,1,4429303
PER,BUN,1800,105,3,14399703,18
PER,BUN,200,15,4,2967352,32
PER,BUN,5241,49,5241,9892,17
PER,BUN,26371,6,26371,54201,87
PER,BUN,11216,6,11216,29928,96
PER,BUN,16755,16755,49038,3,0
PER,BUN,48816,46560,191856067,0,0
PER,BUN,17597,46,5472,34114,8
PER,BUN,15313,2,4942,35513,25
PER,BUN,36989,87,12945,79252,98
PER,BUN,1407,1407,61,14,24610050
PER,BUN,1150,1150,21720,89501926,71
PER,BUN,80,6,4,8,684274
PER,BUN,18000,650,2080,6,0
PER,BUN,824,1928,8,6,90531000
PER,BUN,4530,20517,6,315877086,7
PER,BUN,20,115,18,4,23375887
PER,BUN,70,1358,36235,149314333,1
PER,BUN,32,537,15506,63895940,76
PER,BUN,11,127,112,464352,66
PER,BUN,84,536,15326,63152951,76
PER,BUN,127,1464,27386,112851213,9
PER,BUN,517,66,517,4400,76
PER,BUN,181,67,181,962,35
PER,BUN,18245,18245,6,6,316942646
PER,BUN,30,30,3,5,0
PER,BUN,0,41,0,0,15
PER,BUN,25,25,25,25,0
PER,BUN,10,10,7,31578,79
PER,BUN,16,16,26,105884,21
PER,BUN,10,10,17,69319,29
PER,BUN,2,2,3,12485,58
PER,BUN,26,26,43,178203,28
PER,BUN,82,82,8,657999,0
PER,BUN,1189,76,1381,4266,24
PER,BUN,108,150,5,8,1524959
PER,BUN,9020,9020,9990,8,0
PER,BUN,1440,1440,5904,521682,14938
PER,BUN,360,360,2210,9391989,6
PER,BUN,53579,14,53579,230511,95
PER,BUN,26712,10239,6,73,0
PER,BUN,12600,12600,43054,182937295,8
PER,BUN,900,900,5562,0,1531
PER,BUN,4720,4720,18524,78711025,4
PER,BUN,54609,47,54609,64622,47
PER,BUN,400,400,1692,0,4657
PER,BUN,49622,43,49622,105372,29
PER,BUN,22,78,22,60,5
PER,BUN,502,77,502,1216,45
PER,BUN,889,889,5618,23770697,63
PER,BUN,346,2592,1,97,40681418
PER,BUN,167,1871,6164,26078368,46
PER,BUN,2124,2770,51,8,136404010
PER,BUN,10933,1799,64,58,275674246
PER,BUN,408,67,16,1,1670189
PER,BUN,4680,17924,4,5,145268
PER,BUN,8940,8940,32686,143383246,1
PER,BUN,8100,8100,24606,0,61335
PER,BUN,63,63,973,4272519,1
PER,BUN,1460,1460,8502,37297137,97
PER,BUN,492566,2,492566,553573,69
PER,BUN,600,600,2538,8,0
PER,BUN,44680,44680,89965,377545940,6
PER,BUN,11529,31124,76,8,0
PER,BUN,8709,86,8709,24961,5
PER,BUN,24000,24000,32600,0,561721
PER,BUN,54000,54000,22360,6,0
PER,BUN,4749,58,4749,47000,8
PER,BUN,4174,94,4174,31774,66
PER,BUN,2493,77,2493,11241,31
PER,BUN,22078,79,22078,60722,46
PER,BUN,52661,63,52661,119666,6
PER,BUN,4328,37,4328,12459,52077625
PER,BUN,3499,34,3499,18821,47
PER,BUN,8784,74,8784,38526,19
PER,BUN,334,52,334,2551,4
PER,BUN,76,11,76,244,62
PER,BUN,11249,11249,45035,185575459,4
PER,BUN,18834,69,18834,82449,11
PER,BUN,3277,2,3277,18386,89
PER,BUN,52000,9882,8,48,0
PER,BUN,3000,26130,114623425,0,0
PER,BUN,3000,21896,8,68,0
PER,BUN,1486,1486,5469,23237993,45
PER,BUN,3750,3750,3176,16,0
PER,BUN,8455,21,8455,6602,28960729
PER,BUN,10000,10000,12514,54898260,3
PER,BUN,18000,18000,21240,4,0
PER,BUN,1000,146,8,7417116,0
PER,BUN,3684,24,3684,6946,6
PER,BUN,1672,55,185,3209,1
PER,BUN,131,95,131,2915,88
PER,BUN,117000,223,26,15291620,82
PER,BUN,240,34,240,3998,33
PER,BUN,659,4,659,4051,8
PER,BUN,38,75,38,235,95
PER,BUN,2937,26,2937,17457,18
PER,BUN,1502,34,1502,7533,63
PER,BUN,564,35,564,4101,4
PER,BUN,179,9,179,726,9
PER,BUN,2727,79,2727,15741,4
PER,BUN,13451,1,13451,63553,66
PER,BUN,1682,33,1682,13185,79
PER,BUN,7091,7091,42,6,65881597
PER,BUN,937,937,7046,29945284,3
PER,BUN,267442,2316,44,58,62387038
PER,BUN,288,177,36,8,9505751
PER,BUN,10200,70075,906027,3834279337,80533554
PER,BUN,61144,86,61144,259890,5
PER,BUN,1452,1452,2540,10700424,0
PER,BUN,4817,7,4817,10077,12
PER,BUN,4697,98,4697,16258,13
PER,BUN,86,22,86,1494,77
PER,BUN,168,65,168,5731,4
PER,BUN,26,5,26,434,4
PER,BUN,1378,45,1378,5009,5
PER,BUN,54462,1,54462,60137,1
PER,BUN,18900,18900,22606,26,0
PER,BUN,12375,63518,95,0,574
PER,BUN,789,28,789,9710,86
PER,BUN,762,85,762,7124,65
PER,BUN,3252,35,3252,15566,81
PER,BUN,27200,204,45,63,7557586
PER,BUN,4000,30,7,95,1495056
PER,BUN,704,1360,54,35118872,25
PER,BUN,2312,1080,47,5,49566992
PER,BUN,70,20,79,5,784180
PER,BUN,538,507,33,54,18945217
PER,BUN,300,2765,11750448,0,10
PER,BUN,200,12,4,3119813,82
PER,BUN,2305,75,2305,5418,35
PER,BUN,611,87,43,666,4
PER,BUN,308,189,69,84,27460946
PER,BUN,1728,1064,21,93,40371947
PER,BUN,10,695,5,2,74311204
PER,BUN,24,14,78,2,4776759
PER,BUN,192,118,25,52,14973938
